11	1	0
69	1	0
25	4	0
22	8	0
7	7	0
7	23	0
70	6	0
8	6	0
43	0	4
11	5	0
11	2	0
79	1092	3715
19	11	0
33	1	0
28	1	0
60	5	0
29	0	1
61	2	0
13	1	0
13	434	1599
33	2	0
9	3	0
97	12	0
184	3	0
31	3	0
15	1	0
21	10	0
20	1	0
12	1	0
39	1	0
13	1	0
22	1844	20
73	4	0
60	66	0
23	0	2
19	27	0
6	3	0
7	0	1
10	0	6
9	0	1
16	6	0
16	19	0
29	1	0
5	5	0
13	0	3
15	0	1
23	0	1
38	0	7
7	2	0
20	3	0
14	3	0
11	0	3
8	2	0
25	6	0
9	1	0
7	0	2
50	0	3
6	0	8
17	0	15
17	0	6
7	0	86
8	0	9
13	0	17
9	0	6
8	0	3
17	0	25
39	1	0
4	0	23
24	0	15
16	0	3
96	7	0
11	2	0
10	28	0
31	5	0
8	0	4
20	5	0
20	3	0
77	12	0
40	18	0
16	6	0
27	0	6
105	3	0
5	0	1
14	2	0
16	0	1
29	26	12
35	2	0
81	0	1
37	1	0
7	0	2
5	1	0
17	0	2
17	0	23
70	0	2
17	2	0
38	0	11
15	1	0
9	2	0
13	0	1
5	1	0
17	4	0
17	1	0
24	2	0
12	1	0
124	374	28006
12	0	1
42	0	1
8	2	0
61	0	45
54	0	6
10	5	0
23	0	13
348	3	0
12	10	0
53	1	0
4	9	0
187	5	0
13	0	6
19	17	0
71	0	2
10	0	5
24	1	0
27	17	0
20	0	5
21	8	0
14	1885	541
34	482	10
38	8	0
23	0	1
19	2	0
46	1	0
11	1	0
29	0	11
23	5	0
24	17	0
47	8	0
279	3	0
45	0	1
12	2	0
36	0	6
23	729	1154
26	1	0
10	5	0
5	0	1
12	1	0
470	7	0
24	1	0
21	4	0
13	10	0
32	13	0
32	5	0
14	4536	6332
36	4	0
20	0	296
21	13	0
29	1	0
38	0	1
21	0	5
8	0	1
25	3	0
32	0	6
27	1	0
20	13	0
10	5	0
4	1	0
16	0	1
10	0	44
20	1	0
19	0	2
10	5	0
23	0	1
17	7	0
24	0	1
86	8	0
18	0	141
13	0	12
6	0	5
10	0	50
6	0	4
19	1	0
54	0	4
91	0	2
32	8	0
13	1655	487
36	1	0
12	0	3
22	2	0
11	4	0
11	28	0
72	1	0
44	1	0
46	0	2
23	1	0
25	4	0
20	12	0
10	4	0
20	0	1
40	7	0
25	4	0
111	0	21
8	15	4
16	4	0
59	4	7569
65	4	0
14	0	2
12	0	10
24	2	0
6	0	6
26	6	0
12	0	1
21	0	2
11	0	1
11	1	0
14	1	0
21	1	0
15	0	1
13	0	5
23	1	0
10	1	0
18	1	0
58	0	1
31	6	0
26	11	5132
40	6	0
14	0	1
10	0	1
20	1	0
56	0	6
12	8	0
14	10	0
15	0	5
18	1	0
17	5	0
24	3	0
95	14247	16172
20	1	0
49	0	3
126	0	6
480	2	0
22	4	0
4	1	0
8	2	0
11	0	10
34	0	7
35	0	9
31	21	0
13	2	0
58	0	81
7	0	17
3	0	7
25	0	1
45	4	0
34	13	0
14	3	0
16	24	13
7	0	3
6	5	0
24	3	0
9	0	2
29	43	0
57	9	0
6	1	0
32	5	0
12	14	0
7	13	0
13	4	0
14	1	0
7	4	0
16	0	1
36	237	11
20	1	0
31	2	0
50	0	5
21	0	7
50	1	0
22	0	230
78	4	0
82	3659	7796
266	68	511
25	2	0
29	11	0
41	1	0
9	1	0
23	1	0
83	9	0
73	1	0
29	1	0
7	8	0
10	0	3
9	2	0
24	3	0
21	197	465
50	1	0
30	16	0
9	5	0
52	3	0
10	1	0
22	0	1
11	159	492
14	0	6
29	2	0
36	5	0
51	1	0
87	1	0
11	927	230
89	1	0
75	1	0
62	63	0
9	17	0
564	8	0
13	3	0
19	1	0
27	2	0
33	0	3
93	12	0
11	6	0
40	1	0
9	2	0
8	0	3
22	13	0
7	5	0
41	10023	4973
15	0	3
40	0	2
30	2	0
15	8	0
16	12	0
11	1	0
11	1	0
6	13	0
18	745	43
24	1	0
13	5	0
34	16	0
12	1	0
25	9	0
10	3	0
18	2	0
104	1	0
22	3	0
53	6	0
33	17	0
41	0	2
4	22	0
16	2	0
11	4	0
62	1	0
13	0	8
19	0	3
25	0	1
62	4	0
14

chain 313472 mock1r 100000 + 20361 71415 mock1q 210000 + 27911 151117 2
63	0	1
55	0	2
34	0	9
77	1	0
15	3	0
49	1	0
33	5	0
7	0	1
25	1	0
49	0	4
8	5	0
11	8	0
15	4	0
20	1	0
32	8	0
66	1	0
20	0	7298
18	2	0
21	3	0
9	2	0
9	0	8
95	2	0
16	0	2
51	1	0
43	5	0
7	0	2
52	20	0
27	1	0
50	28	0
30	0	5
37	2	0
13	7	0
31	48	0
23	4	0
13	2	0
22	5	0
16	12	0
11	0	2
19	9	0
10	2230	1159
25	1	0
58	4	0
3	0	3
8	0	29
48	1	0
101	10	0
49	0	3
75	4	0
21	0	3
144	2	0
59	0	5
30	1	0
33	0	4
39	0	4
28	4	0
7	0	3
30	0	1
131	1	0
8	1	0
60	0	1
17	4	0
35	1	0
21	6	0
39	1	0
20	0	4
52	7	0
24	13	0
19	1	0
6	0	10
12	3	0
14	0	38
20	4	0
29	0	4
32	0	7
45	2	0
31	0	3
41	19	0
6	3	0
11	0	2
5	8	0
58	0	30
18	0	3
28	1	0
75	3	0
12	5	0
25	10	0
32	1	0
13	2	0
43	0	4
16	6	0
32	0	3
20	4	0
46	3	0
10	3	0
30	1	0
19	0	11
37	0	2
20	2	0
17	0	1
26	1	0
6	2	0
65	1	0
8	11	0
48	1	0
22	0	2
6	6	0
18	1	0
18	1	0
20	0	6
21	0	4
14	1	0
77	0	1
18	0	3
58	10	0
17	5	0
21	0	1
10	2	0
24	2	0
6	10	0
39	2	0
21	4	0
69	0	6
20	1	0
11	1	0
69	1	0
25	4	0
22	8	0
7	7	0
7	23	0
70	6	0
8	6	0
43	0	4
11	5	0
11	2	0
79	1092	3212
19	11	0
33	1	0
28	1	0
60	5	0
29	0	1
69	4	0
5	0	1
12	434	1564
33	2	0
9	3	0
97	12	0
184	3	0
31	3	0
15	1	0
21	10	0
20	1	0
12	1	0
31	2	0
20	1824	0
116	4	0
72	25	0
10	26	0
4	12	0
19	27	0
6	3	0
7	0	1
10	0	6
9	0	1
16	9	0
9	12	0
6	4	0
30	1	0
5	5	0
13	0	3
15	0	1
23	0	1
38	0	6
7	2	0
20	3	0
14	3	0
11	0	3
8	2	0
25	6	0
9	1	0
7	0	2
50	0	3
6	0	8
17	0	15
17	0	6
7	0	88
8	0	9
13	0	7
8	0	16
9	0	3
19	0	19
6	0	14
9	0	5
8	2	0
6	0	4
12	0	4
23	0	15
16	0	3
96	7	0
11	2	0
10	28	0
31	5	0
8	0	4
20	5	0
20	3	0
77	12	0
35	1	0
29	16	0
26	0	6
127	2	0
16	0	1
29	0	9
9	0	6
6	0	6
8	0	67
18	0	32
20	2	0
81	0	1
39	0	5
19	3	0
24	0	23
70	0	2
17	2	0
34	0	13
68	3	0
17	1	0
24	2	0
137	275	31190
32	20	0
35	8	0
16	0	1
42	0	1
13	2	0
98	0	11
26	0	6
7	0	3
10	0	3
4	0	6
364	1	0
56	10	0
199	5	0
13	0	6
19	17	0
68	0	2
13	0	5
24	1	0
27	17	0
20	0	5
19	2425	424
31	8	0
30	0	1
19	2	0
46	1	0
11	1	0
20	0	17
32	5	0
24	17	0
51	8	0
288	0	7
11	0	3
13	0	2
12	0	7
4	0	1
12	0	3
28	0	4
9	0	6
21	720	930
42	5	0
16	1	0
473	7	0
24	1	0
21	4	0
13	10	0
32	13	0
32	5	0
14	22876	63619
9	3	0
24	3	0
100	11	0
11	0	17
206	8	0
6	0	3
6	4	0
231	0	3
13	5082	1160
227	8	0
8	4	0
26	2478	1206
26	0	1
20	0	12
128	5	0
27	0	2
342

chain 72929 mock2r 490000 + 25382 30311 mock2q 500000 + 494423 498431 3
12	0	1
13	0	5
63	0	1
54	3	0
28	9	0
23	1	0
54	11	0
23	0	3
37	1	0
24	7	0
43	12	0
32	9	0
40	0	33
15	0	1
12	3	0
19	0	1
26	0	1
15	1	0
45	0	5
33	0	2
20	2	0
15	92	741
14	0	1
12	4	0
19	5	0
8	17	0
41	2	0
81	0	1
18	19	0
66	0	5
9	27	413
80	3	0
34	2	0
14	3	0
54	0	1
9	4	0
27	0	154
26	0	6
16	0	8
28	0	2
75	28	0
33	8	0
32	0	6
13	5	0
39	0	1
128	1	0
40	13	0
36	0	3
14	4	0
6	0	5
37	0	7
6	0	4
7	0	9
19	149	131
8	0	6
30	1	0
26	1	0
13	0	2
19	12	0
73	2150	0
10	3	0
14	0	1
28	4	0
37	5	0
90	0	6
12	0	107
8	0	23
28	3	0
11	0	2
36	2	0
21	0	2
14	0	2
23	3	0
29	0	5
23	0	3
16	1	0
15	1	0
27

chain 31649 mock1r 100000 + 16576 17529 mock1q 210000 + 100143 101001 4
23	7	0
11	14	0
17	7	0
5	7	0
25	8	0
14	22	0
17	1	0
17	0	4
64	2	0
11	2	0
30	33	0
11	3	0
8	9	0
16	0	8
18	0	8
39	1	0
73	7	0
70	11	0
21	7	0
21	0	18
20	0	9
61	0	1
31	1	0
179	1	0
8

chain 24857 mock1r 100000 + 9116 9479 mock1q 210000 + 96059 96420 5
16	1	0
14	2	0
22	0	1
308

chain 20131 mock1r 100000 + 7315 8104 mock1q 210000 + 93188 94275 6
72	1	0
35	1	0
32	0	5
89	0	1
32	0	4
82	316	600
14	0	6
49	0	1
18	4	0
17	0	3
27

chain 16773 mock1r 100000 + 12684 13037 mock1q 210000 + 98413 98798 7
8	1	0
17	2	0
31	5	0
10	0	13
23	0	27
256

chain 14831 mock1r 100000 + 6686 7315 mock1q 210000 + 92579 93184 8
26	0	3
7	0	3
6	0	4
24	5	0
32	1	0
11	0	3
36	0	2
26	1	0
31	9	0
33	2	0
58	6	0
21	0	2
24	2	0
39	0	1
24	1	0
27	1	0
27	20	0
9	1	0
45	0	8
23	0	3
9	10	0
11	0	6
21

chain 14346 mock1r 100000 + 39018 39348 mock1q 210000 + 202791 203121 9
330

chain 14303 mock1r 100000 + 9618 10271 mock1q 210000 + 96853 97464 10
19	0	2
15	0	6
12	1	0
15	0	1
28	0	1
60	2	0
40	14	0
12	1	0
24	0	1
33	0	1
57	0	1
8	0	5
27	2	0
32	5	0
5	7	0
48	4	0
27	21	0
17	3	0
21	0	1
22	1	0
70

chain 14264 mock1r 100000 + 71073 71435 mock1q 210000 + 83217 83575 11
345	4	0
13

chain 12458 mock1r 100000 + 62423 62777 mock1q 210000 + 80109 80464 12
12	3	0
97	0	6
228	2	0
12

chain 11597 mock1r 100000 + 10994 11405 mock1q 210000 + 97738 98151 13
50	0	2
31	0	8
13	0	1
9	0	4
87	2	0
31	0	1
31	24	19
41	1	0
6	2	0
42	6	0
14	0	3
10	1	0
10

chain 10950 mock1r 100000 + 34090 34435 mock1q 210000 + 189818 190167 14
13	0	7
5	4	0
85	2	0
11	0	5
5	3	0
200	0	1
17

chain 10422 mock1r 100000 + 8092 8553 mock1q 210000 + 94432 94873 15
48	0	2
4	0	2
49	0	6
25	0	9
22	2	0
31	15	0
3	4	0
13	1	0
15	21	0
7	0	1
5	3	0
26	0	11
18	3	0
32	0	1
36	5	0
7	1	0
14	0	3
51

